V160001,pid3,party,biden,ryan,merkel,putin,roberts,talk,meeting,wear,work,campaigndon,partydon,attend,petition,post,contact,vote16,feeldem,feelrep,feellib,feelcons,pid7,ideo7,ideo3
402105,(2) 2. Republican,Republican,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,50,50,70,60,(6) 6. Not very strong Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402109,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,0,70,,,(7) 7. Strong Republican,,
402116,(2) 2. Republican,Republican,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,31,0,99,(7) 7. Strong Republican,(06) 6. Conservative,
402118,(1) 1. Democrat,Democrat,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,85,30,70,30,(2) 2. Not very strong Democrat,(02) 2. Liberal,
402120,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,7,2,,,(6) 6. Not very strong Republican,,
402124,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,85,70,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402134,(3) 3. Independent,Independent,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,30,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
402136,(2) 2. Republican,Republican,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,41,85,41,86,(7) 7. Strong Republican,(06) 6. Conservative,
402137,(1) 1. Democrat,Democrat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,30,85,60,(1) 1. Strong Democrat,(02) 2. Liberal,
402140,(5) 5. Other party SPECIFY,Other,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,30,30,70,(4) 4. Independent,(02) 2. Liberal,
402143,(1) 1. Democrat,Democrat,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,75,35,85,40,(1) 1. Strong Democrat,(02) 2. Liberal,
402144,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,,40,0,85,30,(3) 3. Independent-Democrat,(02) 2. Liberal,
402146,(1) 1. Democrat,Democrat,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,80,15,95,15,(1) 1. Strong Democrat,(02) 2. Liberal,
402147,(1) 1. Democrat,Democrat,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,70,0,99,58,(1) 1. Strong Democrat,(02) 2. Liberal,
402149,(2) 2. Republican,Republican,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,70,(7) 7. Strong Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
402150,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,15,85,(7) 7. Strong Republican,(06) 6. Conservative,
402154,(2) 2. Republican,Republican,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,22,75,40,100,(7) 7. Strong Republican,(06) 6. Conservative,
402155,(2) 2. Republican,Republican,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,60,2,68,(7) 7. Strong Republican,(06) 6. Conservative,
402158,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,85,50,50,(7) 7. Strong Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402162,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,30,61,,,(6) 6. Not very strong Republican,,
402163,(2) 2. Republican,Republican,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,30,(6) 6. Not very strong Republican,(99) 99. Haven't thought much about this,(3) 3. Moderate
402164,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,0,60,,,(6) 6. Not very strong Republican,,
402168,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,70,40,70,70,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
402170,(2) 2. Republican,Republican,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,70,30,40,40,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
402171,(2) 2. Republican,Republican,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15,70,40,90,(7) 7. Strong Republican,(06) 6. Conservative,
402172,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,85,15,,,(3) 3. Independent-Democrat,,
402173,(1) 1. Democrat,Democrat,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,85,15,70,15,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402174,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,70,85,71,32,(6) 6. Not very strong Republican,(02) 2. Liberal,
402175,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,60,0,,,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
402179,(1) 1. Democrat,Democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,50,50,50,(2) 2. Not very strong Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
402187,(5) 5. Other party SPECIFY,Other,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,50,0,70,30,(3) 3. Independent-Democrat,(01) 1. Extremely liberal,
402188,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,31,1,85,(7) 7. Strong Republican,(06) 6. Conservative,
402190,(3) 3. Independent,Independent,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,50,50,83,17,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402191,(2) 2. Republican,Republican,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,21,42,30,70,(6) 6. Not very strong Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402193,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,0,50,50,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402195,(1) 1. Democrat,Democrat,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,85,15,60,30,(1) 1. Strong Democrat,(03) 3. Slightly liberal,
402200,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,60,51,61,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
402202,(1) 1. Democrat,Democrat,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,16,1,26,50,(2) 2. Not very strong Democrat,(99) 99. Haven't thought much about this,(2) 2. Conservative
402204,(1) 1. Democrat,Democrat,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,78,15,85,30,(1) 1. Strong Democrat,(01) 1. Extremely liberal,
402206,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,54,60,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402209,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,70,40,85,60,(2) 2. Not very strong Democrat,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
402210,(3) 3. Independent,Independent,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,54,61,77,86,(5) 5. Independent-Republican,(02) 2. Liberal,
402212,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,0,85,,,(7) 7. Strong Republican,,
402213,(3) 3. Independent,Independent,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,40,0,60,60,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402215,(1) 1. Democrat,Democrat,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,100,15,70,15,(1) 1. Strong Democrat,(02) 2. Liberal,
402219,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,0,99,,,(7) 7. Strong Republican,,
402221,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,51,51,,,(4) 4. Independent,,
402224,(2) 2. Republican,Republican,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,50,(7) 7. Strong Republican,(06) 6. Conservative,
402229,(3) 3. Independent,Independent,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,40,0,40,15,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
402233,(3) 3. Independent,Independent,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,15,60,42,91,(5) 5. Independent-Republican,(06) 6. Conservative,
402234,(3) 3. Independent,Independent,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,70,60,40,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402237,(3) 3. Independent,Independent,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,2,4,100,0,(4) 4. Independent,(03) 3. Slightly liberal,
402240,(5) 5. Other party SPECIFY,Other,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,60,0,79,29,(3) 3. Independent-Democrat,(01) 1. Extremely liberal,
402241,(3) 3. Independent,Independent,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,40,0,100,70,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
402244,(2) 2. Republican,Republican,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,60,15,100,(7) 7. Strong Republican,(05) 5. Slightly conservative,
402248,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,60,84,98,(4) 4. Independent,(03) 3. Slightly liberal,
402253,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,100,0,,,(1) 1. Strong Democrat,,
402254,(5) 5. Other party SPECIFY,Other,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,30,50,45,53,(5) 5. Independent-Republican,(06) 6. Conservative,
402257,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,61,51,50,(5) 5. Independent-Republican,(99) 99. Haven't thought much about this,(2) 2. Conservative
402258,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,35,50,65,(7) 7. Strong Republican,(06) 6. Conservative,
402259,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,70,30,76,30,(3) 3. Independent-Democrat,(02) 2. Liberal,
402262,(3) 3. Independent,Independent,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,62,1,84,1,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
402265,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,100,0,88,(7) 7. Strong Republican,(06) 6. Conservative,
402267,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,60,0,75,40,(1) 1. Strong Democrat,(02) 2. Liberal,
402270,(2) 2. Republican,Republican,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,70,0,100,(7) 7. Strong Republican,(06) 6. Conservative,
402271,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,98,,,,(2) 2. Not very strong Democrat,,
402282,(1) 1. Democrat,Democrat,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,100,0,50,15,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402284,(2) 2. Republican,Republican,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,92,1,100,(7) 7. Strong Republican,(07) 7. Extremely conservative,
402286,(3) 3. Independent,Independent,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,50,15,70,(5) 5. Independent-Republican,(05) 5. Slightly conservative,
402289,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,15,50,50,(1) 1. Strong Democrat,(03) 3. Slightly liberal,
402290,(3) 3. Independent,Independent,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,30,60,30,100,(5) 5. Independent-Republican,(06) 6. Conservative,
402296,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,30,60,60,85,(7) 7. Strong Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402298,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,75,0,,,(1) 1. Strong Democrat,,
402301,(2) 2. Republican,Republican,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,15,30,83,76,(7) 7. Strong Republican,(06) 6. Conservative,
402303,(3) 3. Independent,Independent,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,50,50,40,50,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
402305,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,0,70,,,(7) 7. Strong Republican,,
402308,(2) 2. Republican,Republican,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,85,40,100,(7) 7. Strong Republican,(06) 6. Conservative,
402309,(1) 1. Democrat,Democrat,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,25,50,41,50,(2) 2. Not very strong Democrat,(05) 5. Slightly conservative,
402310,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,51,15,85,24,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
402312,(3) 3. Independent,Independent,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,15,60,22,62,(5) 5. Independent-Republican,(06) 6. Conservative,
402313,(3) 3. Independent,Independent,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,60,30,50,60,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402315,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,40,85,30,(1) 1. Strong Democrat,(02) 2. Liberal,
402316,(3) 3. Independent,Independent,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,78,25,70,30,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
402318,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,60,70,(1) 1. Strong Democrat,(05) 5. Slightly conservative,
402320,,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,,(99) 99. Haven't thought much about this,(3) 3. Moderate
402321,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,30,50,50,(3) 3. Independent-Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
402325,(2) 2. Republican,Republican,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,90,69,43,(7) 7. Strong Republican,(03) 3. Slightly liberal,
402327,(3) 3. Independent,Independent,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,70,40,60,60,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
402329,,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,50,70,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
402330,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,15,50,,,(7) 7. Strong Republican,,
402331,(1) 1. Democrat,Democrat,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,100,54,50,50,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
402334,(2) 2. Republican,Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,17,75,(7) 7. Strong Republican,(07) 7. Extremely conservative,
402338,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,30,48,57,(4) 4. Independent,(03) 3. Slightly liberal,
402340,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,61,32,,,(3) 3. Independent-Democrat,,
402342,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,(4) 4. Independent,(99) 99. Haven't thought much about this,(3) 3. Moderate
402343,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,90,(7) 7. Strong Republican,(06) 6. Conservative,
402345,(2) 2. Republican,Republican,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,40,0,100,(7) 7. Strong Republican,(06) 6. Conservative,
402350,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,51,50,50,(4) 4. Independent,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402358,(5) 5. Other party SPECIFY,Other,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,60,70,0,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(2) 2. Conservative
402359,(2) 2. Republican,Republican,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,70,31,50,(6) 6. Not very strong Republican,(03) 3. Slightly liberal,
402360,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,20,83,43,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
402365,(2) 2. Republican,Republican,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,70,1,99,(7) 7. Strong Republican,(06) 6. Conservative,
402366,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,100,85,,,(1) 1. Strong Democrat,,
402367,(2) 2. Republican,Republican,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,85,0,100,(7) 7. Strong Republican,(06) 6. Conservative,
402368,(1) 1. Democrat,Democrat,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,85,15,84,71,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(2) 2. Conservative
402370,(3) 3. Independent,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,(4) 4. Independent,(99) 99. Haven't thought much about this,(2) 2. Conservative
402373,(2) 2. Republican,Republican,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,15,85,10,100,(7) 7. Strong Republican,(06) 6. Conservative,
402374,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,15,85,0,91,(7) 7. Strong Republican,(06) 6. Conservative,
402379,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,50,50,,,(4) 4. Independent,,
402380,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,10,75,15,70,(7) 7. Strong Republican,(06) 6. Conservative,
402384,(2) 2. Republican,Republican,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,85,50,50,(6) 6. Not very strong Republican,(07) 7. Extremely conservative,
402387,(2) 2. Republican,Republican,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15,30,36,79,(6) 6. Not very strong Republican,(06) 6. Conservative,
402389,(3) 3. Independent,Independent,,,,,,,,,,,,,,,,,50,52,,,(4) 4. Independent,,
402391,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,72,33,90,6,(1) 1. Strong Democrat,(02) 2. Liberal,
402392,(3) 3. Independent,Independent,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,60,30,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402397,(1) 1. Democrat,Democrat,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,71,70,50,(1) 1. Strong Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402398,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,30,85,,,(7) 7. Strong Republican,,
402404,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,10,80,15,70,(7) 7. Strong Republican,(07) 7. Extremely conservative,
402406,(1) 1. Democrat,Democrat,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,40,0,70,30,(2) 2. Not very strong Democrat,(02) 2. Liberal,
402411,(2) 2. Republican,Republican,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,35,90,4,93,(7) 7. Strong Republican,(06) 6. Conservative,
402413,(1) 1. Democrat,Democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,73,27,72,24,(1) 1. Strong Democrat,(02) 2. Liberal,
402416,(2) 2. Republican,Republican,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,30,70,45,68,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
402420,(1) 1. Democrat,Democrat,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,70,30,60,85,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
402428,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,70,15,40,20,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
402429,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,70,15,,,(2) 2. Not very strong Democrat,,
402430,(5) 5. Other party SPECIFY,Other,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,16,31,16,52,(5) 5. Independent-Republican,(06) 6. Conservative,
402432,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,70,0,100,(6) 6. Not very strong Republican,(06) 6. Conservative,
402434,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,16,41,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(3) 3. Moderate
402435,(3) 3. Independent,Independent,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,70,1,30,40,(3) 3. Independent-Democrat,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402437,(2) 2. Republican,Republican,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,85,0,85,(7) 7. Strong Republican,(06) 6. Conservative,
402439,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,85,40,,,(2) 2. Not very strong Democrat,,
402445,(2) 2. Republican,Republican,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,15,60,16,79,(7) 7. Strong Republican,(06) 6. Conservative,
402448,(3) 3. Independent,Independent,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,40,13,70,40,(3) 3. Independent-Democrat,(02) 2. Liberal,
402451,(2) 2. Republican,Republican,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,70,85,50,85,(7) 7. Strong Republican,(04) 4. Moderate/ middle of the road,(2) 2. Conservative
402455,(1) 1. Democrat,Democrat,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,35,2,85,40,(2) 2. Not very strong Democrat,(02) 2. Liberal,
402456,(3) 3. Independent,Independent,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,70,60,70,40,(3) 3. Independent-Democrat,(02) 2. Liberal,
402457,,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,51,52,,(04) 4. Moderate/ middle of the road,(1) 1. Liberal
402472,(3) 3. Independent,Independent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,60,85,(4) 4. Independent,(05) 5. Slightly conservative,
402474,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,40,60,,,(6) 6. Not very strong Republican,,
402480,(1) 1. Democrat,Democrat,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,65,30,95,15,(1) 1. Strong Democrat,(02) 2. Liberal,
402481,(1) 1. Democrat,Democrat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,62,,70,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(2) 2. Conservative
402486,(2) 2. Republican,Republican,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,60,32,60,(6) 6. Not very strong Republican,(06) 6. Conservative,
402488,(3) 3. Independent,Independent,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,64,29,80,56,(3) 3. Independent-Democrat,(03) 3. Slightly liberal,
402491,(1) 1. Democrat,Democrat,,,,,,,,,,,,,,,,,60,50,,,(1) 1. Strong Democrat,,
402493,(5) 5. Other party SPECIFY,Other,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,,60,50,60,50,(4) 4. Independent,(02) 2. Liberal,
402496,(2) 2. Republican,Republican,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,99,(6) 6. Not very strong Republican,(06) 6. Conservative,
402497,(3) 3. Independent,Independent,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,60,0,50,0,(4) 4. Independent,(01) 1. Extremely liberal,
402508,(3) 3. Independent,Independent,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,100,60,(4) 4. Independent,(02) 2. Liberal,
402509,(3) 3. Independent,Independent,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,15,0,85,(5) 5. Independent-Republican,(06) 6. Conservative,
402510,(3) 3. Independent,Independent,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31,31,33,32,(5) 5. Independent-Republican,(04) 4. Moderate/ middle of the road,(3) 3. Moderate
402512,(3) 3. Independent,Independent,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,51,31,60,(5) 5. Independent-Republican,(05) 5. Slightly conservative,
402513,(3) 3. Independent,Independent,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,47,11,85,25,(3) 3. Independent-Democrat,(01) 1. Extremely liberal,
402514,(2) 2. Republican,Republican,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,30,50,30,66,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
402515,(2) 2. Republican,Republican,,,,,,,,,,,,,,,,,30,40,,,(6) 6. Not very strong Republican,,
402517,(2) 2. Republican,Republican,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,71,31,100,(7) 7. Strong Republican,(06) 6. Conservative,
402521,(3) 3. Independent,Independent,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,60,30,80,30,(3) 3. Independent-Democrat,(02) 2. Liberal,
402522,(3) 3. Independent,Independent,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,12,7,88,99,(4) 4. Independent,(05) 5. Slightly conservative,
402525,(1) 1. Democrat,Democrat,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,41,8,75,15,(2) 2. Not very strong Democrat,(02) 2. Liberal,
402526,(1) 1. Democrat,Democrat,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,100,50,100,0,(1) 1. Strong Democrat,(02) 2. Liberal,
402529,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,50,70,60,(2) 2. Not very strong Democrat,(03) 3. Slightly liberal,
402530,(2) 2. Republican,Republican,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,40,60,30,71,(6) 6. Not very strong Republican,(05) 5. Slightly conservative,
402531,(1) 1. Democrat,Democrat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,26,100,50,(1) 1. Strong Democrat,(03) 3. Slightly liberal,
402538,(1) 1. Democrat,Democrat,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,85,50,79,79,(1) 1. Strong Democrat,(99) 99. Haven't thought much about this,(1) 1. Liberal
402539,(3) 3. Independent,Independent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60,70,30,(4) 4. Independent,(03) 3. Slightly liberal,
402542,(1) 1. Democrat,Democrat,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,98,2,86,64,(1) 1. Strong Democrat,(03) 3. Slightly liberal,
